country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","20-01-2026 20:00:00",23.076793,72.627874,NO2,11,83,54
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","20-01-2026 20:00:00",23.076793,72.627874,NH3,2,30,9
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","20-01-2026 20:00:00",23.163798,72.677768,PM2.5,31,148,89
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","20-01-2026 20:00:00",23.243639,72.68994,NH3,NA,NA,NA
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","20-01-2026 20:00:00",28.563262,77.186937,NO2,68,159,111
India,Delhi,Delhi,"Rohini, Delhi - DPCC","20-01-2026 20:00:00",28.732528,77.119920,PM2.5,183,500,404
India,Delhi,Delhi,"Rohini, Delhi - DPCC","20-01-2026 20:00:00",28.732528,77.119920,CO,30,129,47
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","20-01-2026 20:00:00",28.5504249,77.2159377,PM2.5,161,450,373
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","20-01-2026 20:00:00",28.5504249,77.2159377,NO2,28,42,34
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","20-01-2026 20:00:00",28.5504249,77.2159377,CO,30,152,50
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","20-01-2026 20:00:00",28.710508,77.249485,PM2.5,147,496,391
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","20-01-2026 20:00:00",28.674045,77.131023,PM10,148,496,354
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","20-01-2026 20:00:00",28.674045,77.131023,NH3,6,9,8
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","20-01-2026 20:00:00",28.674045,77.131023,OZONE,6,74,53
India,Delhi,Delhi,"Pusa, Delhi - DPCC","20-01-2026 20:00:00",28.639652,77.146275,NH3,10,24,20
India,Delhi,Delhi,"Pusa, Delhi - DPCC","20-01-2026 20:00:00",28.639652,77.146275,CO,55,108,75
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","20-01-2026 20:00:00",28.570173,76.933762,SO2,13,30,20
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD","20-01-2026 20:00:00",28.6573814,77.1585447,OZONE,1,14,1
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","20-01-2026 20:00:00",28.60909,77.0325413,SO2,10,22,15
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","20-01-2026 20:00:00",28.60909,77.0325413,OZONE,22,45,32
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","20-01-2026 20:00:00",12.951913,77.539784,OZONE,13,41,31
